DEBUG:root: 0: regs[a:7  ['cpy', 'a', 'b']
DEBUG:root: 6: regs[a:871, b:3, d:550, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:871, b:3, d:550, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:871, b:3, d:550, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:872, b:3, d:550, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:872, b:3, d:550, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:872, b:3, d:550, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:873, b:3, d:550, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:873, b:3, d:550, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:873, b:3, d:550, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:873, b:3, d:549, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:873, b:3, d:549, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:873, b:3, d:549, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:874, b:3, d:549, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:874, b:3, d:549, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:874, b:3, d:549, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:875, b:3, d:549, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:875, b:3, d:549, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:875, b:3, d:549, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:876, b:3, d:549, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:876, b:3, d:549, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:876, b:3, d:549, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:876, b:3, d:548, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:876, b:3, d:548, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:876, b:3, d:548, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:877, b:3, d:548, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:877, b:3, d:548, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:877, b:3, d:548, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:878, b:3, d:548, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:878, b:3, d:548, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:878, b:3, d:548, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:879, b:3, d:548, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:879, b:3, d:548, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:879, b:3, d:548, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:879, b:3, d:547, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:879, b:3, d:547, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:879, b:3, d:547, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:880, b:3, d:547, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:880, b:3, d:547, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:880, b:3, d:547, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:881, b:3, d:547, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:881, b:3, d:547, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:881, b:3, d:547, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:882, b:3, d:547, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:882, b:3, d:547, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:882, b:3, d:547, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:882, b:3, d:546, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:882, b:3, d:546, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:882, b:3, d:546, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:883, b:3, d:546, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:883, b:3, d:546, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:883, b:3, d:546, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:884, b:3, d:546, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:884, b:3, d:546, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:884, b:3, d:546, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:885, b:3, d:546, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:885, b:3, d:546, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:885, b:3, d:546, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:885, b:3, d:545, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:885, b:3, d:545, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:885, b:3, d:545, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:886, b:3, d:545, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:886, b:3, d:545, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:886, b:3, d:545, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:887, b:3, d:545, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:887, b:3, d:545, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:887, b:3, d:545, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:888, b:3, d:545, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:888, b:3, d:545, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:888, b:3, d:545, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:888, b:3, d:544, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:888, b:3, d:544, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:888, b:3, d:544, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:889, b:3, d:544, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:889, b:3, d:544, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:889, b:3, d:544, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:890, b:3, d:544, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:890, b:3, d:544, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:890, b:3, d:544, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:891, b:3, d:544, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:891, b:3, d:544, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:891, b:3, d:544, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:891, b:3, d:543, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:891, b:3, d:543, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:891, b:3, d:543, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:892, b:3, d:543, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:892, b:3, d:543, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:892, b:3, d:543, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:893, b:3, d:543, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:893, b:3, d:543, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:893, b:3, d:543, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:894, b:3, d:543, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:894, b:3, d:543, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:894, b:3, d:543, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:894, b:3, d:542, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:894, b:3, d:542, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:894, b:3, d:542, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:895, b:3, d:542, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:895, b:3, d:542, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:895, b:3, d:542, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:896, b:3, d:542, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:896, b:3, d:542, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:896, b:3, d:542, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:897, b:3, d:542, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:897, b:3, d:542, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:897, b:3, d:542, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:897, b:3, d:541, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:897, b:3, d:541, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:897, b:3, d:541, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:898, b:3, d:541, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:898, b:3, d:541, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:898, b:3, d:541, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:899, b:3, d:541, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:899, b:3, d:541, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:899, b:3, d:541, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:900, b:3, d:541, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:900, b:3, d:541, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:900, b:3, d:541, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:900, b:3, d:540, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:900, b:3, d:540, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:900, b:3, d:540, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:901, b:3, d:540, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:901, b:3, d:540, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:901, b:3, d:540, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:902, b:3, d:540, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:902, b:3, d:540, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:902, b:3, d:540, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:903, b:3, d:540, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:903, b:3, d:540, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:903, b:3, d:540, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:903, b:3, d:539, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:903, b:3, d:539, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:903, b:3, d:539, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:904, b:3, d:539, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:904, b:3, d:539, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:904, b:3, d:539, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:905, b:3, d:539, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:905, b:3, d:539, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:905, b:3, d:539, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:906, b:3, d:539, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:906, b:3, d:539, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:906, b:3, d:539, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:906, b:3, d:538, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:906, b:3, d:538, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:906, b:3, d:538, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:907, b:3, d:538, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:907, b:3, d:538, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:907, b:3, d:538, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:908, b:3, d:538, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:908, b:3, d:538, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:908, b:3, d:538, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:909, b:3, d:538, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:909, b:3, d:538, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:909, b:3, d:538, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:909, b:3, d:537, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:909, b:3, d:537, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:909, b:3, d:537, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:910, b:3, d:537, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:910, b:3, d:537, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:910, b:3, d:537, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:911, b:3, d:537, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:911, b:3, d:537, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:911, b:3, d:537, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:912, b:3, d:537, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:912, b:3, d:537, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:912, b:3, d:537, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:912, b:3, d:536, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:912, b:3, d:536, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:912, b:3, d:536, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:913, b:3, d:536, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:913, b:3, d:536, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:913, b:3, d:536, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:914, b:3, d:536, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:914, b:3, d:536, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:914, b:3, d:536, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:915, b:3, d:536, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:915, b:3, d:536, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:915, b:3, d:536, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:915, b:3, d:535, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:915, b:3, d:535, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:915, b:3, d:535, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:916, b:3, d:535, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:916, b:3, d:535, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:916, b:3, d:535, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:917, b:3, d:535, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:917, b:3, d:535, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:917, b:3, d:535, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:918, b:3, d:535, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:918, b:3, d:535, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:918, b:3, d:535, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:918, b:3, d:534, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:918, b:3, d:534, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:918, b:3, d:534, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:919, b:3, d:534, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:919, b:3, d:534, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:919, b:3, d:534, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:920, b:3, d:534, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:920, b:3, d:534, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:920, b:3, d:534, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:921, b:3, d:534, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:921, b:3, d:534, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:921, b:3, d:534, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:921, b:3, d:533, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:921, b:3, d:533, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:921, b:3, d:533, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:922, b:3, d:533, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:922, b:3, d:533, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:922, b:3, d:533, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:923, b:3, d:533, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:923, b:3, d:533, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:923, b:3, d:533, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:924, b:3, d:533, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:924, b:3, d:533, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:924, b:3, d:533, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:924, b:3, d:532, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:924, b:3, d:532, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:924, b:3, d:532, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:925, b:3, d:532, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:925, b:3, d:532, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:925, b:3, d:532, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:926, b:3, d:532, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:926, b:3, d:532, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:926, b:3, d:532, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:927, b:3, d:532, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:927, b:3, d:532, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:927, b:3, d:532, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:927, b:3, d:531, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:927, b:3, d:531, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:927, b:3, d:531, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:928, b:3, d:531, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:928, b:3, d:531, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:928, b:3, d:531, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:929, b:3, d:531, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:929, b:3, d:531, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:929, b:3, d:531, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:930, b:3, d:531, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:930, b:3, d:531, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:930, b:3, d:531, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:930, b:3, d:530, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:930, b:3, d:530, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:930, b:3, d:530, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:931, b:3, d:530, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:931, b:3, d:530, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:931, b:3, d:530, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:932, b:3, d:530, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:932, b:3, d:530, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:932, b:3, d:530, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:933, b:3, d:530, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:933, b:3, d:530, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:933, b:3, d:530, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:933, b:3, d:529, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:933, b:3, d:529, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:933, b:3, d:529, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:934, b:3, d:529, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:934, b:3, d:529, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:934, b:3, d:529, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:935, b:3, d:529, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:935, b:3, d:529, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:935, b:3, d:529, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:936, b:3, d:529, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:936, b:3, d:529, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:936, b:3, d:529, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:936, b:3, d:528, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:936, b:3, d:528, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:936, b:3, d:528, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:937, b:3, d:528, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:937, b:3, d:528, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:937, b:3, d:528, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:938, b:3, d:528, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:938, b:3, d:528, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:938, b:3, d:528, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:939, b:3, d:528, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:939, b:3, d:528, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:939, b:3, d:528, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:939, b:3, d:527, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:939, b:3, d:527, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:939, b:3, d:527, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:940, b:3, d:527, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:940, b:3, d:527, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:940, b:3, d:527, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:941, b:3, d:527, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:941, b:3, d:527, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:941, b:3, d:527, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:942, b:3, d:527, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:942, b:3, d:527, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:942, b:3, d:527, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:942, b:3, d:526, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:942, b:3, d:526, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:942, b:3, d:526, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:943, b:3, d:526, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:943, b:3, d:526, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:943, b:3, d:526, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:944, b:3, d:526, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:944, b:3, d:526, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:944, b:3, d:526, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:945, b:3, d:526, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:945, b:3, d:526, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:945, b:3, d:526, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:945, b:3, d:525, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:945, b:3, d:525, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:945, b:3, d:525, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:946, b:3, d:525, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:946, b:3, d:525, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:946, b:3, d:525, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:947, b:3, d:525, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:947, b:3, d:525, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:947, b:3, d:525, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:948, b:3, d:525, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:948, b:3, d:525, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:948, b:3, d:525, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:948, b:3, d:524, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:948, b:3, d:524, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:948, b:3, d:524, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:949, b:3, d:524, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:949, b:3, d:524, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:949, b:3, d:524, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:950, b:3, d:524, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:950, b:3, d:524, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:950, b:3, d:524, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:951, b:3, d:524, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:951, b:3, d:524, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:951, b:3, d:524, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:951, b:3, d:523, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:951, b:3, d:523, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:951, b:3, d:523, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:952, b:3, d:523, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:952, b:3, d:523, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:952, b:3, d:523, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:953, b:3, d:523, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:953, b:3, d:523, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:953, b:3, d:523, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:954, b:3, d:523, c:1  ['dec', 'c']
